Date,Open,High,Low,Close,Adj Close,Volume
2019-12-04,734.000000,741.000000,726.500000,738.349976,717.306824,403934
2019-12-05,741.000000,743.950012,732.599976,739.400024,718.326965,236181
2019-12-06,739.849976,739.900024,720.000000,725.000000,704.337341,224394
2019-12-09,725.000000,736.599976,710.000000,730.750000,709.923462,621862
2019-12-10,733.000000,734.299988,716.849976,718.750000,698.265503,133116
2019-12-11,719.849976,724.900024,714.099976,721.849976,701.277100,186316
2019-12-12,722.000000,730.349976,721.000000,726.599976,705.891724,167933
2019-12-13,726.000000,738.799988,726.000000,734.000000,713.080872,151157
2019-12-16,737.400024,738.750000,725.099976,729.400024,708.612000,202000
2019-12-17,729.099976,746.200012,727.099976,743.299988,722.115784,217396
2019-12-18,743.700012,748.000000,733.349976,737.049988,716.043945,194321
2019-12-19,737.049988,742.299988,730.599976,738.150024,717.112610,121272
2019-12-20,738.000000,746.500000,735.099976,741.900024,720.755737,161949
2019-12-23,748.000000,748.000000,738.000000,740.299988,719.201294,171499
2019-12-24,742.299988,745.000000,737.799988,742.250000,721.095703,141861
2019-12-26,741.599976,747.250000,728.049988,731.150024,710.312073,214217
2019-12-27,732.849976,749.650024,732.849976,747.950012,726.633301,245707
2019-12-30,750.000000,755.700012,742.000000,747.400024,726.098999,189499
2019-12-31,745.000000,748.049988,735.049988,736.799988,715.801025,259700
2020-01-01,741.099976,749.450012,738.099976,746.799988,725.516052,240137
2020-01-02,750.000000,760.299988,746.400024,754.950012,733.433777,755454
2020-01-03,753.000000,755.250000,738.849976,742.150024,720.998596,201435
2020-01-06,740.000000,740.849976,721.500000,728.349976,707.591858,245158
2020-01-07,734.950012,739.450012,722.099976,726.500000,705.794617,298520
2020-01-08,711.950012,730.150024,709.950012,720.849976,700.305603,195412
2020-01-09,724.799988,746.799988,724.799988,738.200012,717.161194,323206
2020-01-10,738.000000,750.000000,735.000000,738.150024,717.112610,223909
2020-01-13,742.750000,746.500000,731.849976,739.099976,718.035461,340689
2020-01-14,739.099976,742.799988,731.400024,736.549988,715.558167,367558
2020-01-15,734.599976,751.799988,731.599976,750.250000,728.867737,305643
2020-01-16,754.000000,754.849976,740.549988,746.349976,725.078857,146039
2020-01-17,747.000000,780.000000,746.549988,770.500000,748.540588,708821
2020-01-20,775.250000,783.549988,756.900024,759.750000,738.096985,543433
2020-01-21,757.000000,766.500000,743.150024,747.049988,725.758911,455047
2020-01-22,749.000000,751.500000,741.099976,748.349976,727.021851,194067
2020-01-23,750.900024,758.799988,737.450012,739.549988,718.472656,411175
2020-01-24,739.000000,758.000000,738.349976,753.250000,731.782227,253582
2020-01-27,749.000000,766.700012,744.000000,746.599976,725.321716,308032
2020-01-28,748.200012,750.299988,730.299988,733.349976,712.449341,315167
2020-01-29,737.000000,746.400024,734.799988,740.200012,719.104187,206846
2020-01-30,742.000000,743.700012,717.549988,719.150024,698.654114,283423
2020-01-31,719.000000,723.750000,706.349976,710.250000,690.007751,339974
2020-02-03,692.099976,704.000000,681.849976,695.750000,675.920959,225738
2020-02-04,697.500000,715.799988,696.000000,712.849976,692.533630,257882
2020-02-05,716.400024,728.150024,712.799988,723.650024,703.025879,232435
2020-02-06,723.950012,730.000000,718.450012,721.799988,701.228516,114664
2020-02-07,721.799988,733.200012,721.799988,730.900024,710.069214,183755
2020-02-10,725.000000,729.849976,716.400024,720.750000,700.208496,134411
2020-02-11,722.000000,735.299988,721.500000,728.049988,707.300415,237947
2020-02-12,731.000000,746.000000,707.150024,718.099976,697.633972,813169
2020-02-13,718.099976,747.900024,718.099976,726.849976,706.134583,820562
2020-02-14,726.000000,732.700012,710.049988,713.349976,693.019348,232145
2020-02-17,717.750000,717.750000,698.500000,701.750000,681.750000,249386
2020-02-18,682.900024,691.500000,673.099976,685.549988,685.549988,362902
2020-02-19,688.750000,695.450012,678.099976,689.900024,689.900024,204291
2020-02-20,689.900024,699.799988,681.549988,697.799988,697.799988,223880
2020-02-24,692.000000,694.000000,676.349976,678.599976,678.599976,262936
2020-02-25,681.900024,687.099976,673.099976,684.049988,684.049988,279661
2020-02-26,678.099976,685.349976,666.599976,669.099976,669.099976,130020
2020-02-27,669.000000,669.000000,642.099976,664.150024,664.150024,460889
2020-02-28,644.549988,658.000000,631.549988,646.950012,646.950012,559323
2020-03-02,650.000000,658.349976,632.849976,641.549988,641.549988,527911
2020-03-03,644.700012,651.049988,625.349976,631.400024,631.400024,689555
2020-03-04,632.000000,633.349976,607.299988,610.299988,610.299988,642730
2020-03-05,617.000000,629.950012,608.000000,619.250000,619.250000,432626
2020-03-06,605.950012,609.900024,587.650024,592.650024,592.650024,761408
2020-03-09,578.400024,609.000000,578.349976,594.000000,594.000000,1005144
2020-03-11,590.000000,596.000000,563.000000,566.150024,566.150024,748995
2020-03-12,550.000000,550.000000,504.250000,506.850006,506.850006,407852
2020-03-13,457.000000,529.950012,432.000000,525.099976,525.099976,637364
2020-03-16,498.799988,513.099976,474.750000,482.850006,482.850006,450152
2020-03-17,499.000000,507.149994,470.149994,481.600006,481.600006,453071
2020-03-18,515.000000,515.000000,476.149994,487.299988,487.299988,536259
2020-03-19,470.600006,483.500000,447.600006,465.399994,465.399994,343663
2020-03-20,465.399994,484.600006,455.500000,472.200012,472.200012,269634
2020-03-23,432.000000,453.250000,377.799988,414.799988,414.799988,233382
2020-03-24,419.899994,436.899994,401.250000,404.200012,404.200012,370558
2020-03-25,400.000000,406.200012,374.200012,378.149994,378.149994,581250
2020-03-26,380.000000,399.000000,371.000000,393.399994,393.399994,512436
2020-03-27,396.000000,418.299988,383.000000,389.399994,389.399994,389654
2020-03-30,380.000000,387.950012,365.250000,380.149994,380.149994,466451
2020-03-31,390.000000,414.649994,381.149994,408.549988,408.549988,452748
2020-04-01,412.549988,415.000000,386.899994,393.149994,393.149994,365626
2020-04-03,393.000000,429.799988,386.250000,425.549988,425.549988,929534
2020-04-07,434.950012,483.399994,432.500000,448.899994,448.899994,889061
2020-04-08,445.000000,475.000000,440.000000,451.399994,451.399994,406921
2020-04-09,459.899994,473.500000,453.000000,468.350006,468.350006,279793
2020-04-13,469.799988,508.600006,461.049988,502.700012,502.700012,1480403
2020-04-15,507.000000,528.799988,499.700012,503.950012,503.950012,976738
2020-04-16,503.950012,524.500000,503.000000,521.400024,521.400024,568136
2020-04-17,527.200012,597.950012,527.200012,588.650024,588.650024,1933211
